시군구	번지	단지명	전용면적(㎡)	계약일	거래금액(만원)	층	건축년도	도로명	계약년도	계약월	거래종류
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	1~10	64850	19	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	21~30	58500	1	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	1~10	64300	5	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.61	1~10	57410	13	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	11~20	65000	3	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.73	11~20	75350	8	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.73	21~30	64000	4	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.89	1~10	74000	12	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	1~10	62000	2	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	11~20	72300	14	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	1~10	69300	14	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	11~20	67000	20	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.61	1~10	69000	10	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	80000	14	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	72000	15	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~30	68000	4	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~30	77800	8	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~30	72500	7	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	117.8	21~30	84240	1	2009	판교역로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	97.71	1~10	96500	10	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	97.71	1~10	96500	11	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	97.71	11~20	92000	2	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~30	107000	7	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~30	116000	8	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~30	99500	18	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	105.13	1~10	86800	8	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	21~30	106500	24	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	21~30	111000	9	2011	동판교로	2013년	09월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	75000	15	2009	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	75000	17	2009	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	73000	14	2009	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	75500	14	2009	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.82	11~20	70500	4	2009	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.82	21~31	69500	3	2009	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	67000	10	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	1~10	67000	9	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	1~10	67900	6	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.89	1~10	70500	10	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.89	1~10	72000	15	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.91	11~20	71800	8	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.45	21~31	67000	12	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	1~10	65000	6	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	1~10	67000	10	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	21~31	63300	3	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.69	11~20	67500	11	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.7	1~10	67000	6	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	1~10	73000	14	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	1~10	67000	21	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	21~31	68000	14	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	21~31	68000	13	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.61	21~31	71500	18	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	66000	12	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~31	72500	14	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~31	70500	5	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	101.17	1~10	84300	9	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	117.8	21~31	105000	10	2009	판교역로	2013년	10월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	98.99	1~10	90000	17	2011	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	98.99	21~31	84000	11	2011	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	1~10	87500	9	2011	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	11~20	100500	13	2011	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~31	93500	7	2011	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~31	102300	11	2011	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	105.13	11~20	88000	25	2011	동판교로	2013년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	75500	9	2009	동판교로	2013년	11월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~30	80000	8	2009	동판교로	2013년	11월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.82	1~10	68500	10	2009	동판교로	2013년	11월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.82	21~30	74800	10	2009	동판교로	2013년	11월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	21~30	67500	8	2009	판교역로	2013년	11월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.91	21~30	74700	15	2009	판교역로	2013년	11월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.91	21~30	67500	2	2009	판교역로	2013년	11월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.91	21~30	72000	12	2009	판교역로	2013년	11월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	11~20	68000	16	2009	판교역로	2013년	11월	매매
